year,oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,TRAUMA_CENTER_DESC,CONGRESS_DIST,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Rehab,Disaster_Care_Site,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,CAH,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Rehab,a_Disaster_Care_Site,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer,a_CAH,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,LICENSED_BED_TOTAL,EMS_STATION,Invalid_Blank_Disp,Other_Disp,a_Invalid_Blank_Disp,a_Other_Disp
2015,106190636,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,Beds 300-499,,32,48,22,Valinda/West Covina,Urban,N/A,N/A,Emergency - Basic,23583,19140,1,7953,5256,7080,5164,4422,4500,3169,2068,1772,1340,,3051,1441,32289,36,512,71,5324,874,997,45,2,12,,,,201,1,40317,247,15,,,156,6417,396,30006,5749,,42724,1239,33469,8016,5294,4372,,242,668,784,1099,1645,1525,1421,1739,270,273,,1128,302,6363,125,2,1733,13,7,1092,225,45,,,137,6379,108,4,1045,,623,,,4590,3541,82,1170,283,,9666,671,6254,2741,2015,325,30,,13,1,
2015,106190673,190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,Beds 100-149,,32,41,25,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,N/A,N/A,Emergency - Basic,8862,6881,,1683,1993,2757,2219,1974,1818,1171,879,1008,241,,884,1071,6254,19,105,48,7362,332,1034,22,5,,2,,282,68,6,13930,62,,,,1477,2743,619,9648,1256,,15743,36,15472,235,1138,883,,17,63,99,156,272,354,411,649,,,,183,93,558,6,4,1174,3,246,42,53,139,24,,47,964,433,,37,22,13,,,31,1427,45,496,22,,2021,13,1965,43,2015,101,8,,,,1
2015,106190680,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1300 WEST SEVENTH STREET,SAN PEDRO,90732,Beds 300-499,,44,70,35,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,Urban,N/A,N/A,Emergency - Basic,20591,15870,2,4727,4193,6220,5205,4761,4572,2779,1583,1680,743,,552,3305,18855,38,2931,356,10426,263,152,28,18,10,7,,131,400,4,35017,202,15,20,185,18700,5224,1356,7543,3638,2,36463,215,32822,3426,2190,1992,1,66,259,338,430,766,761,660,903,,,,101,332,1403,360,44,1940,3,171,59,122,301,73,,21,2482,779,23,76,65,,3,8,1041,2074,70,692,305,1,4183,56,3669,458,2015,356,16,11,,,
2015,106190687,190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,LOS ANGELES,Public - University of California,General Acute Care Hospital,1250 16TH STREET,SANTA MONICA,90404,Beds 200-299,,33,50,26,Santa Monica Central/Sawtelle/West Los Angeles,Urban,N/A,N/A,Emergency - Basic,18440,16960,15,3845,3100,5967,5027,4702,4628,3272,2008,2166,697,3,1771,4047,7984,124,2737,798,17954,409,210,40,64,11,27,,234,319,4,33981,102,4,,,10434,4816,740,15079,4346,,35415,799,32717,1899,4355,4113,,217,452,487,751,1045,1356,1294,2472,124,269,1,575,983,1414,527,59,4885,25,289,195,231,1650,60,,83,4332,1325,1,265,37,,,,1392,4544,45,2152,335,,8468,439,7488,541,2015,265,21,10,,,
2015,106190696,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,Beds 200-299,,29,39,18,Pacoima East/Sun Valley West,Urban,N/A,N/A,Emergency - Basic,5969,6154,,1923,1781,2256,1684,1596,1566,576,284,152,305,,109,738,9009,,899,5,1363,123,373,23,,,1,,,5,,11419,4,175,,,8871,790,262,971,1229,,12123,31,8891,3201,1222,1448,,64,299,387,477,611,348,231,234,7,12,,57,369,1427,84,,733,,13,414,29,53,,,109,1957,8,1,,11,75,,,1834,638,5,141,52,,2670,14,2004,652,2015,231,7,,,,
2015,106190708,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,Beds 150-199,,30,46,18,Sherman Oaks/Studio City/Valley Village,Urban,N/A,N/A,Emergency - Basic,11475,10865,1,1696,1762,4315,4076,3217,3234,1903,928,1005,205,,421,2721,4528,12,3151,130,11378,332,1564,27,,,,,432,420,43,19390,115,,,,10445,3720,375,4426,3375,,22341,384,20803,1154,2823,2788,,17,201,277,460,911,1214,1033,1498,,,,179,544,783,745,81,3277,2,276,259,188,290,17,,235,2518,1630,15,55,111,,,13,1500,3403,21,592,95,,5611,263,5024,324,2015,153,12,,18,,4
2015,106190754,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,3630 E. IMPERIAL HIGHWAY,LYNWOOD,90262,Beds 300-499,Level II,44,63,33,Downey Southwest/Lynwood North Central/South Gate East,Urban,N/A,N/A,Emergency - Basic,38546,31083,4,11579,8204,14314,9670,7495,7116,4485,2210,1605,2955,,343,16663,47103,12,3166,765,1581,1122,10333,138,111,19,,,,12,23,57449,337,27,,,18781,3280,309,27552,19711,,69633,296,49565,19772,5162,5782,,380,1362,1350,1420,2108,1706,1176,1105,152,185,,70,3203,6605,382,100,584,,412,384,310,590,61,,108,7847,1071,,101,44,7,,,4838,3072,14,2333,626,61,10944,42,7104,3798,2015,384,46,,62,9,
2015,106190756,190756,PROVIDENCE SAINT JOHNS HEALTH CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,2121 SANTA MONICA BLVD.,SANTA MONICA,90404,Beds 200-299,,33,50,26,Santa Monica Central/Sawtelle/West Los Angeles,Urban,N/A,N/A,Emergency - Basic,11708,10788,4,1015,1268,3528,3391,3020,3124,2611,1927,2415,201,,813,2022,2821,45,2477,427,13895,180,221,31,41,7,34,,33,303,7,21296,205,9,4,117,4717,5900,498,8553,2830,2,22500,640,21313,547,3229,2936,,36,212,308,383,678,946,1311,2291,,,,265,355,479,553,37,4474,2,111,100,243,841,53,,12,3506,1163,,104,26,,,6,444,4114,30,1428,149,,6165,340,5633,192,2015,266,27,12,,,
2015,106190758,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,501 SO. BUENA VISTA,BURBANK,91505-4866,Beds 300-499,,30,43,25,Burbank North/North Hollywood South,Urban,N/A,N/A,Emergency - Basic,29625,23925,8,6308,4704,9719,7777,6542,6560,4660,3002,3101,1185,,1374,2915,18287,13,2101,125,28743,595,370,76,33,14,25,,625,285,33,50863,234,27,11,343,21781,8628,1210,16414,5525,,53558,3935,43203,6420,5402,5073,,62,533,707,1033,1561,1838,1874,2797,70,,,346,451,2006,450,19,7196,7,171,152,363,1033,169,,32,6524,1708,1,271,27,2,2,20,2173,5629,67,2320,286,,10475,1483,7933,1059,2015,446,38,24,,,
2015,106190762,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,2131 WEST 3RD STREET,LOS ANGELES,90057,Beds 300-499,,34,51,24,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,N/A,N/A,Emergency - Standby,10139,9163,,565,959,3541,2898,2722,3023,2349,1741,1447,57,,2987,3293,9475,38,138,251,3120,267,596,14,8,,,,,,,18239,33,144,,,12420,1645,302,2420,2515,,19302,1289,14188,3825,2975,2767,,17,177,279,433,775,1088,1242,1731,,,,2110,662,2166,54,17,730,3,56,183,180,242,149,,41,3748,1069,,71,,,,,678,2594,142,2328,,,5742,1423,2972,1347,2015,366,8,,1,3,
2015,106190766,190766,COAST PLAZA HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,13100 SOUTH STUDEBAKER ROAD,NORWALK,90650,Beds 100-149,,38,57,32,Norwalk/Studebaker,Urban,N/A,N/A,Emergency - Basic,7576,7062,,1799,1738,2773,2334,2006,1798,977,531,429,253,,405,1861,9052,,201,,3119,353,1228,26,11,1,,,559,153,42,12096,12,156,,,2603,7598,683,493,3261,,14638,11,14422,205,1503,1466,,98,207,316,356,549,523,373,455,10,82,,146,317,1490,86,8,916,6,193,216,92,65,,,67,1858,472,4,,,2,,,1422,1199,20,239,89,,2969,5,2889,75,2015,117,8,1,,,
2015,106190796,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,Public - University of California,General Acute Care Hospital,757 WESTWOOD PLAZA,LOS ANGELES,90095,Beds 300-499,Level I & Level I - Ped,33,54,26,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,N/A,Teaching,Emergency - Comprehensive,17643,16627,4,2551,3774,8021,4835,3813,3952,3126,1823,1761,617,1,3552,4312,6800,95,2795,642,16078,1304,339,49,158,10,23,,52,1791,1,30464,29,7,,1,7583,5129,1049,17173,3340,,34274,1293,31371,1610,4460,5702,1,454,935,1002,1087,1629,1799,1328,1281,122,526,,922,1268,2433,599,83,4822,36,339,112,374,1686,160,,40,6499,683,5,169,95,1,,,2139,4217,160,3185,462,,10163,616,8668,879,2015,466,33,46,,,
2015,106190812,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,15107 VAN OWEN STREET,VAN NUYS,91405,Beds 300-499,,29,46,18,Northridge South/Reseda North,Urban,N/A,N/A,Emergency - Basic,34322,26565,,13020,7371,10263,8195,6385,6268,3534,1569,1206,3076,,1092,3297,43361,46,931,142,12018,532,2502,68,11,,,,101,185,,57462,22,3,,,14262,4815,203,35953,5654,,60887,1313,37523,22051,3433,3314,,195,375,518,748,1214,1297,893,1025,194,288,,252,451,3313,131,3,2585,12,126,253,83,418,33,,22,4850,936,,13,2,9,,2,1293,1733,40,3573,108,,6747,594,4141,2012,2015,350,27,1,,,
2015,106190818,190818,USC VERDUGO HILLS HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1812 VERDUGO BOULEVARD,GLENDALE,91208,Beds 150-199,,28,43,25,Burbank South/Eagle Rock/Glendale Northwest,Urban,N/A,N/A,Emergency - Basic,9748,8079,6,1738,1956,2647,2383,2300,2426,1823,1195,1128,237,,1017,923,2811,98,,1548,11436,529,232,26,7,8,28,,19,47,2,16753,178,1,,,5730,3011,313,7096,1683,,17833,414,17221,198,1967,1649,,19,115,178,254,443,631,758,1218,,,,187,140,370,,83,2828,8,230,67,89,263,33,,26,1696,1067,1,114,30,,,,521,2150,16,879,49,1,3616,184,3361,71,2015,158,13,,3,,
2015,106190859,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,7300 MEDICAL CENTER DRIVE,CANOGA PARK,91307,Beds 200-299,,30,45,27,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,N/A,N/A,Emergency - Basic,25252,20795,,5455,5011,7798,6865,5871,5698,3619,2380,2559,791,,1624,2677,11003,14,11605,559,18565,702,1211,57,13,7,4,2,233,333,4,43268,103,1,4,85,11635,7226,9481,12113,5592,,46047,877,42340,2830,4174,3473,1,79,497,693,621,949,1134,1339,2308,9,19,,426,334,866,1878,58,4081,5,281,233,292,677,20,,22,4564,1355,,126,34,,1,42,1397,4234,200,1631,186,,7648,360,6897,391,2015,225,30,,20,1,
2015,106190878,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1720 CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033,Beds 300-499,,34,53,24,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,N/A,Teaching,Emergency - Basic,28254,21631,2,8846,5472,8545,6206,5404,5068,3600,2363,1910,2472,1,326,1347,44601,10,1210,98,2295,705,3465,41,129,27,5,,239,27,,44828,351,1,,59,33273,6953,1222,4358,4081,,49887,70,30443,19374,4767,5049,3,302,855,998,1327,1718,1552,1267,1281,274,245,,186,684,7932,303,7,707,,233,266,254,979,110,,7,6627,1095,45,93,84,1,,,5078,3731,281,551,175,3,9819,26,5218,4575,2015,353,28,7,3,8,17
2015,106190883,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,9080 COLIMA ROAD,WHITTIER,90605,Beds 150-199,,38,57,32,La Habra Heights/Whittier,Urban,N/A,N/A,Emergency - Basic,14067,10874,,4078,3163,4351,3553,2847,2622,1526,929,979,893,,2233,572,16498,14,968,60,4596,814,519,34,1,3,,,47,206,6,22880,125,255,,,3876,2830,321,16068,1846,,24941,963,20284,3694,2712,2225,,64,336,463,607,878,827,652,1110,,,,857,110,2403,187,25,1355,,421,169,125,289,3,,15,3092,711,1,34,21,55,,,1820,1832,29,1155,70,31,4937,640,3447,850,2015,178,11,,51,1,
2015,106190949,190949,HENRY MAYO NEWHALL HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,23845 WEST MCBEAN PARKWAY,VALENCIA,91355,Beds 200-299,Level II,25,38,27,Canyon Country/Santa Clarita West/Saugus,Urban,N/A,N/A,Emergency - Basic,29943,24350,,7829,7070,9473,7124,6641,6173,3759,2568,2424,1232,,1701,3079,11466,17,1830,94,36106,2015,1106,84,60,,2,,470,49,,49903,46,542,,,10253,7233,1981,30669,4056,101,54293,72,52764,1457,4838,4341,,271,908,786,1081,1577,1389,1408,1731,13,15,,362,436,1193,203,24,6957,4,7,196,63,1025,21,,,6638,852,15,32,19,311,,,1908,4155,217,2753,146,,9179,133,8543,503,2015,238,36,,16,,
2015,106191227,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,Public - City or County,General Acute Care Hospital,1000 WEST CARSON STREET,TORRANCE,90502,Beds 300-499,Level I & Level II - Ped,43,66,35,Harbor Gateway South/Lomita/Torrance East Central,Urban,N/A,Teaching,Emergency - Basic,26985,28930,6,8552,8005,7835,6502,7742,8500,4676,1305,657,2147,,3278,12616,33017,60,364,12,6574,15,392,21,7,2,24,1,166,3003,14,51930,94,209,,43,35854,2662,841,2114,14162,288,55921,653,38022,17246,5473,6967,,745,1636,1508,1849,2562,1819,771,668,306,576,,969,2873,6715,29,14,1829,11,561,336,361,94,153,,21,10156,448,29,129,88,55,,9,7789,1465,289,577,2261,59,12440,271,8017,4152,2015,453,84,,,,
2015,106191228,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,Public - City or County,General Acute Care Hospital,1200 NORTH STATE STREET,LOS ANGELES,90033,Beds 500+,Level I & Level II - Ped,34,51,24,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,N/A,Teaching,Emergency - Comprehensive,48701,63193,12,8582,9402,18028,18351,20576,20888,10492,2627,964,1996,,4280,16470,76148,161,1669,1380,11798,2392,5558,110,4,1,48,2,7503,3122,11,90570,98,516,,1971,80486,5505,11178,4053,10664,20,111906,2496,63909,45501,8556,12637,1,1036,2624,2847,3601,4713,3306,1222,858,321,666,,1401,2799,13858,356,114,2653,13,690,824,536,54,366,,171,16485,660,914,114,128,133,5,114,16518,2598,566,849,661,2,21194,910,11322,8962,2015,676,106,,,,
2015,106191230,191230,MARTIN LUTHER KING JR.-HARBOR HOSPITAL,LOS ANGELES,Public - City or County,General Acute Care Hospital,12021 WILMINGTON AVENUE,LOS ANGELES,90059,Beds 300-499,,44,64,35,Paramount North/Willowbrook,Urban,N/A,Teaching,Emergency - Basic,10288,8186,6,1258,1641,3647,3120,2982,3266,1559,471,284,252,,88,8748,8465,27,82,204,866,530,558,18,7,34,,,,238,66,16924,7,11,38,,10049,1238,4085,3108,,,18480,54,14385,4041,830,761,,18,165,157,256,438,320,120,116,,1,,6,811,678,,11,83,2,61,63,32,55,4,,26,1260,51,2,20,8,6,3,,1102,356,3,53,77,,1591,6,1154,431,2015,461,30,46,3,,
2015,106191231,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,Public - City or County,General Acute Care Hospital,14445 OLIVE VIEW DRIVE,SYLMAR,91342,Beds 300-499,,29,39,18,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,Urban,N/A,Teaching,Emergency - Basic,27540,26383,,2229,4126,9212,9390,10366,10448,5710,1345,594,503,,2266,3498,37710,92,343,54,9960,3435,2079,10,15,2,,,366,872,145,46713,115,158,,12,40001,2973,572,2440,7937,,53923,1421,27743,24759,3685,4222,,152,695,916,1382,2088,1510,611,441,37,75,,517,427,5252,28,2,1661,20,201,199,129,158,6,,60,6744,331,7,4,16,39,,7,6048,1083,287,97,392,,7907,370,3635,3902,2015,355,51,,1,6,
2015,106191450,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,Beds 200-299,,30,45,27,Encino/Tarzana/Warner Center/Woodland Hills,Urban,N/A,N/A,Emergency - Basic,19681,16654,,2806,3094,4720,3776,3814,4184,4719,3883,4873,466,,3186,2613,8579,76,383,258,21240,293,240,14,272,65,4,,24,489,2,34599,187,,,139,5652,11313,76,16734,2555,5,36335,815,33102,2418,2949,2527,,49,139,156,299,547,933,1235,2082,17,19,,414,204,691,9,15,4132,11,192,47,200,1457,6,,7,2774,596,,166,22,1,,7,266,3818,6,1301,84,1,5476,147,5077,252,2015,262,27,7,,,1
2015,106196035,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1011 BALDWIN PARK BLVD.,BALDWIN PARK,91706,Beds 200-299,,32,48,22,Bassett/Industry West/La Puente,Urban,N/A,N/A,Emergency - Basic,40448,34118,1,10633,8273,10527,8434,8139,8090,7411,6208,4837,2013,2,7164,2572,51887,191,1099,1181,10473,1082,294,30,782,117,13,,149,750,10,71169,109,2,2,50,19455,14736,201,33212,6963,,74567,1454,60961,12152,3457,3418,,83,271,341,563,909,1449,1634,1622,1,2,,1026,315,3608,24,16,1865,21,298,35,195,2119,5,,3,3370,564,,265,8,,,10,431,4102,4,2235,103,,6875,245,5483,1147,2015,272,40,8,,,3
2015,106196403,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,9333 IMPERIAL HIGHWAY,DOWNEY,90242,Beds 300-499,,40,58,32,Downey Northeast,Urban,N/A,N/A,Emergency - Basic,46462,35325,,10517,8435,11785,10374,9579,9375,8366,6240,4924,2192,,4579,13936,50062,197,712,932,11369,860,680,42,500,92,9,,32,687,4,78254,161,2,2,449,19135,15678,235,41455,5282,2,81787,732,67275,13780,4541,4342,,222,497,603,864,1255,1722,1766,1734,56,164,,614,1766,4282,26,26,2138,31,362,74,233,1702,36,,13,5464,653,,308,23,,1,14,760,4564,13,3338,208,,8883,101,7139,1643,2015,352,63,13,,,
2015,106196405,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,Beds 150-199,,25,36,21,Palmdale Central,Urban,N/A,N/A,Emergency - Basic,38435,27886,,9759,8326,12529,9594,8158,7923,4463,2386,1620,1563,,314,17020,26229,44,4213,691,17810,305,513,59,20,7,1,,931,117,,64248,36,8,,75,32466,8037,1508,16175,8135,,66321,100,63273,2948,3626,3343,,70,448,524,861,1551,1372,1116,1027,,,,78,1544,1763,453,46,3078,7,116,162,227,961,60,,,4401,685,145,196,10,1,,5,2263,3467,111,848,280,,6969,50,6450,469,2015,157,35,1,,,
2015,106201281,201281,MADERA COMMUNITY HOSPITAL,MADERA,Nonprofit - Corporation,General Acute Care Hospital,1250 EAST ALMOND AVENUE,MADERA,93637,Beds 100-149,,16,5,12,Madera,Rural,N/A,N/A,Emergency - Basic,22610,16801,,3751,4664,8232,6674,5170,4473,2808,1563,1506,570,,464,1831,27415,29,12,1208,8452,3293,3212,71,,2,,,574,267,,31867,121,,,,23775,5095,1069,4714,4758,,39411,191,27521,11699,1073,1042,,30,169,177,217,402,334,337,449,,,,50,112,1096,1,,855,1,80,37,42,247,,,,1357,290,60,,,1,,,879,934,72,208,22,,2115,24,1604,487,2015,106,16,,4,,1
2015,106204019,204019,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,MADERA,Nonprofit - Corporation,General Acute Care Hospital,9300 VALLEY CHILDRENS PLACE,MADERA,93638,Beds 300-499,,16,5,12,Madera,Rural,N/A,N/A,Emergency - Basic,52760,57751,,68097,22542,268,130,66,54,13,3,,19338,,3217,4400,83915,50,1326,36,17567,265,47,5,,,1,,,,,110130,,,,,93731,14,873,14143,1750,,110511,312,85852,24347,3954,4916,,2349,36,,,,,,,2359,4126,,378,455,6027,95,2,1907,6,1,4,10,10,2,,,8734,10,,,,52,,,6903,6,92,1860,9,,8870,91,6771,2008,2015,356,39,,63,21,26
2015,106210992,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Nonprofit - Corporation,General Acute Care Hospital,99 MONTECILLO ROAD,SAN RAFAEL,94903,Beds 100-149,,2,10,2,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,N/A,N/A,Emergency - Basic,13231,11336,,1568,2211,2157,2143,2633,3429,3604,3078,3567,177,,1117,1183,3043,83,728,432,17981,202,196,43,87,62,25,,74,225,7,23473,98,3,5,67,2323,8370,516,11888,1470,,24567,262,23193,1112,1548,1486,2,18,65,82,177,346,613,658,1077,,,,126,86,134,28,10,2642,10,166,29,108,345,20,,12,1867,328,,137,4,,3,16,32,2119,10,832,43,,3036,32,2950,54,2015,116,15,,,,1
2015,106211006,211006,MARIN GENERAL HOSPITAL,MARIN,Nonprofit - Corporation,General Acute Care Hospital,250 BON AIR ROAD,GREENBRAE,94904,Beds 200-299,Level III,2,10,2,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,N/A,N/A,Emergency - Basic,16108,14973,2,3818,2968,3637,3806,3985,3914,3457,2463,2331,704,,1007,1700,7162,81,237,18,20878,83,161,42,18,3,1,,162,151,7,30211,92,6,3,140,10646,6752,1131,10497,2057,,31083,140,28388,2555,2460,2640,,59,197,241,373,726,885,946,1574,34,65,,187,236,486,25,6,4149,11,152,75,207,536,39,,5,2607,1179,115,147,27,2,,7,904,3042,191,906,56,1,5100,29,4922,149,2015,235,22,,3,,2
2015,106214034,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,General Acute Care Hospital,180 ROLAND WAY,NOVATO,94945,Beds 1-49,,2,10,2,Bel Marin Keys/Black Point/Ignacio/Novato/San Rafael East/Santa Venetia,Urban,N/A,N/A,Emergency - Basic,7253,6026,,1383,1401,1490,1584,1713,1740,1431,1132,1264,141,,358,603,3194,26,378,174,8546,156,57,12,16,19,22,,55,77,9,12632,34,,12,97,4704,3472,353,3719,1001,30,13279,219,11345,1715,672,632,,12,42,69,113,156,219,247,446,,,,56,38,153,30,7,1020,,81,5,35,168,18,,9,709,216,1,44,10,,1,7,225,827,19,204,29,,1304,37,1187,80,2015,47,9,60,21,,
2015,106220733,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,General Acute Care Hospital,"5189 HOSPITAL RD., PO BOX 216",MARIPOSA,95338,Beds 1-49,,4,5,8,Bootjack/CatheyÆs Valley/Coulterville/Don Pedro/El Portal/Fish Camp/Mariposa,Rural,Rural,N/A,Emergency - Standby,3155,2689,,490,524,745,661,598,926,729,567,551,53,,72,38,369,226,33,20,5086,601,274,6,,,2,,43,15,26,4830,6,2,32,,513,1668,130,3125,408,,5844,28,5773,43,94,65,,,5,3,5,18,18,40,70,,,,,,,,,152,7,9,3,6,,,,,101,34,,1,,,1,4,5,122,3,28,1,,159,,159,,2015,34,4,1,6,,
2015,106230949,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,General Acute Care Hospital,1 MADRONE STREET,WILLITS,95490,Beds 1-49,,2,2,2,Brooktrails/Pine Mountain/Willits,Rural,Rural,N/A,Emergency - Basic,4105,4028,1,930,893,1291,1147,943,976,941,514,383,116,,35,99,783,550,125,39,6503,231,86,12,14,4,1,,88,49,,7615,22,4,,8,4028,1717,387,1348,654,,8134,16,7894,224,270,303,,14,29,44,46,98,127,102,109,,4,,2,9,36,5,7,475,39,47,5,12,42,3,,,321,121,,14,4,2,,,173,307,18,66,9,,573,,561,12,2015,38,5,,,,2
2015,106231013,231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,General Acute Care Hospital,700 RIVER DRIVE,FORT BRAGG,95437,Beds 1-49,,2,2,2,Fort Bragg/Westport,Rural,Rural,N/A,Emergency - Standby,4986,4681,,808,748,1108,1106,1192,1271,1518,1024,724,168,,69,80,1111,81,297,61,7968,230,104,17,4,4,,,59,77,2,9118,27,3,17,4,340,3030,495,5399,403,,9667,51,8987,629,326,340,,8,27,19,49,97,123,150,186,1,6,,2,2,29,14,,612,7,66,15,25,79,2,,3,318,146,1,8,2,,1,,131,437,6,86,6,,666,7,638,21,2015,49,8,,1,,
